X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,Y,,
0527162090,7875,Pave,AllPub,Gilbert,1Fam,1995,PConc,1237,GasA,Y,1253,0,0,2,0,3,6,1,402,Y,0,NA,Normal,176000,,
0535454030,8544,Pave,AllPub,NAmes,Duplex,1950,Slab,0,Wall,N,1040,0,0,2,0,2,6,0,400,Y,0,NA,Normal,81400,,
0528231020,13300,Pave,AllPub,Gilbert,1Fam,2004,PConc,384,GasA,Y,1374,1,0,2,1,3,7,1,400,Y,0,NA,Normal,184500,,
0528482130,9375,Pave,AllPub,Somerst,1Fam,2003,PConc,912,GasA,Y,2094,0,0,2,1,4,8,1,615,Y,0,NA,Normal,263000,,
0528344040,16545,Pave,AllPub,NoRidge,1Fam,1998,PConc,1284,GasA,Y,2450,1,0,2,1,3,7,1,1069,Y,0,NA,Normal,340000,,
0902103150,9184,Pave,AllPub,OldTown,1Fam,1948,BrkTil,780,GasA,Y,1323,0,0,1,0,3,6,0,400,Y,0,NA,Normal,122600,,
0531375050,13072,Pave,AllPub,SawyerW,1Fam,2005,PConc,1175,GasA,Y,1175,1,0,1,0,3,6,0,0,Y,0,NA,Normal,146000,,
0535178100,10000,Pave,AllPub,NAmes,1Fam,1956,CBlock,1058,GasA,Y,1370,1,0,1,0,3,6,1,300,Y,0,NA,Normal,148000,,
0527105060,8238,Pave,AllPub,Gilbert,1Fam,1997,PConc,813,GasA,Y,1525,1,0,2,1,3,6,1,400,Y,0,NA,Normal,183500,,
0910203230,7030,Pave,AllPub,IDOTRR,1Fam,1925,BrkTil,641,GasA,Y,641,0,0,1,0,2,4,0,272,N,0,NA,Normal,85000,,
0903476110,5586,Pave,AllPub,OldTown,1Fam,1920,BrkTil,901,GasA,Y,1198,0,0,1,0,4,7,0,0,N,0,NA,Abnorml,79900,,
0904101070,18030,Pave,AllPub,ClearCr,1Fam,1946,CBlock,1598,GasA,Y,3086,0,0,3,0,3,12,1,0,Y,0,NA,Normal,200500,,
0535403030,8300,Pave,AllPub,NAmes,1Fam,1968,CBlock,952,GasA,Y,952,1,0,1,0,3,5,0,288,Y,0,NA,Normal,128500,,
0908203090,6410,Pave,AllPub,Edwards,1Fam,1959,CBlock,876,GasA,Y,876,0,0,1,0,3,5,0,320,Y,0,NA,Normal,85000,,
0535375050,10410,Pave,AllPub,OldTown,1Fam,1916,CBlock,660,GasA,Y,1656,0,0,2,1,3,8,0,180,N,0,NA,Normal,135000,,
0533135020,11949,Pave,AllPub,NoRidge,1Fam,1991,PConc,975,GasA,Y,1755,0,1,2,1,3,7,1,524,Y,0,NA,Normal,235000,,
0528170040,20431,Pave,AllPub,NridgHt,1Fam,2005,PConc,1848,GasA,Y,2728,1,0,2,1,4,10,2,706,Y,0,NA,Partial,437154,,
0905451410,10519,Pave,AllPub,Edwards,1Fam,1955,CBlock,1057,GasA,Y,1057,0,1,1,0,3,6,0,288,Y,0,NA,Normal,137000,,
0909257050,10918,Pave,AllPub,Crawfor,1Fam,1926,BrkTil,1276,GasA,Y,2080,0,0,1,1,3,9,2,282,Y,0,NA,Normal,234000,,
0528478040,10625,Pave,AllPub,Somerst,1Fam,2005,PConc,1026,GasA,Y,1958,0,0,2,1,3,9,1,936,Y,0,NA,Normal,250000,,
0534401130,9020,Pave,AllPub,NAmes,1Fam,1966,CBlock,1127,GasA,Y,1165,1,0,1,1,3,6,0,490,Y,0,NA,Normal,174900,,
0903458010,7200,Pave,AllPub,IDOTRR,1Fam,1930,BrkTil,984,GasA,Y,984,0,0,1,0,3,6,0,308,N,0,NA,Family,90000,,
0527328020,10395,Pave,AllPub,NWAmes,1Fam,1978,CBlock,1032,GasA,Y,1032,0,1,2,0,3,6,1,564,Y,0,NA,Normal,148000,,
0905105170,8398,Pave,AllPub,Sawyer,1Fam,1967,CBlock,943,GasA,Y,943,1,0,1,0,2,5,0,528,Y,0,NA,Normal,134500,,
0531475220,8250,Pave,AllPub,SawyerW,Duplex,1981,Slab,0,GasA,Y,1882,0,0,2,0,4,8,2,612,Y,0,NA,Normal,160000,,
0527354100,14115,Pave,AllPub,NWAmes,1Fam,1980,CBlock,1372,GasA,Y,1472,1,0,2,0,3,6,2,588,Y,0,NA,Normal,187500,,
0527455250,7150,Pave,AllPub,NAmes,1Fam,1966,CBlock,988,GasA,Y,988,1,0,1,0,3,5,0,360,Y,0,NA,Normal,129250,,
0923203100,4500,Pave,AllPub,Mitchel,TwnhsE,1998,PConc,1237,GasA,Y,1337,1,0,2,0,2,5,0,405,Y,0,NA,Normal,153500,,
0916475020,14536,Pave,AllPub,Timber,1Fam,2002,PConc,1616,GasA,Y,1629,1,0,2,0,3,9,1,808,Y,0,NA,Normal,270000,,
0905226080,6960,Pave,AllPub,Sawyer,1Fam,1940,BrkTil,680,GasA,Y,1302,0,0,1,1,2,6,2,224,Y,0,NA,Normal,165250,,
0905352180,10029,Pave,AllPub,ClearCr,1Fam,1988,PConc,1151,GasA,Y,2060,0,1,2,1,4,8,1,521,Y,0,NA,Normal,211000,,
0905228020,9000,Pave,AllPub,Sawyer,1Fam,1945,Slab,0,GasA,N,998,0,0,1,0,3,5,0,460,Y,0,NA,Normal,89500,,
0907125020,8846,Pave,AllPub,CollgCr,1Fam,1996,PConc,870,GasA,Y,914,0,0,1,0,2,5,0,576,Y,0,NA,Normal,148000,,
0907418020,8846,Pave,AllPub,CollgCr,1Fam,2005,PConc,750,GasA,Y,1500,0,0,2,1,3,6,0,564,Y,0,NA,Partial,173900,,
0533223100,2403,Pave,AllPub,Somerst,TwnhsE,2003,PConc,530,GasA,Y,1080,0,0,2,1,2,4,0,496,Y,0,NA,Normal,147110,,
0906380210,6762,Pave,AllPub,CollgCr,1Fam,2007,PConc,1282,GasA,Y,1290,1,0,2,0,2,6,1,662,Y,0,NA,Normal,200000,,
0923225510,10172,Pave,AllPub,Mitchel,1Fam,1968,CBlock,864,GasA,Y,874,1,0,1,0,3,5,0,288,Y,0,NA,Normal,126500,,
0908128060,7301,Pave,AllPub,Edwards,1Fam,2003,Slab,0,GasA,Y,1922,0,0,3,0,4,7,1,672,Y,0,NA,Normal,198500,,
0527105130,11792,Pave,AllPub,Gilbert,1Fam,2003,PConc,1008,GasA,Y,2283,0,0,2,1,4,9,1,632,Y,0,NA,Normal,270000,,
0907202100,16300,Pave,AllPub,CollgCr,1Fam,1977,CBlock,876,GasA,Y,907,1,0,1,0,3,5,0,308,Y,0,NA,Normal,130000,,
0909275020,7136,Pave,AllPub,Crawfor,Duplex,1946,CBlock,979,GasA,N,1958,0,0,2,0,4,8,0,492,Y,0,NA,Normal,145000,,
0902330010,5250,Pave,AllPub,OldTown,1Fam,1872,BrkTil,684,OthW,N,2358,0,0,2,0,4,8,0,0,Y,0,NA,Normal,122000,,
0903452090,7518,Pave,AllPub,IDOTRR,1Fam,1910,BrkTil,396,GasA,Y,1330,0,0,1,0,3,7,0,390,N,0,NA,Normal,116500,,
0533234020,10646,Pave,AllPub,Somerst,1Fam,2001,PConc,858,GasA,Y,1789,1,0,2,1,3,7,1,546,Y,0,NA,Normal,223000,,
0535453100,8000,Pave,AllPub,NAmes,1Fam,1959,CBlock,528,GasA,Y,1183,1,0,1,0,3,6,0,288,Y,0,NA,Normal,138000,,
0528439050,9158,Pave,AllPub,Somerst,1Fam,2007,PConc,1496,GasA,Y,1496,0,0,2,0,3,7,0,474,Y,0,NA,Partial,225000,,
0923228080,1477,Pave,AllPub,MeadowV,Twnhs,1970,CBlock,546,GasA,Y,1092,0,0,2,1,3,6,0,0,Y,0,NA,Normal,98000,,
0535455060,6390,Pave,AllPub,NAmes,1Fam,1954,CBlock,936,GasA,Y,984,1,0,1,0,2,4,0,280,Y,0,NA,Normal,112500,,
0923202060,21750,Pave,AllPub,Mitchel,1Fam,1960,Slab,0,GasA,Y,1771,0,0,1,0,3,9,1,336,Y,0,NA,Normal,115000,,
0533352075,18890,Pave,AllPub,Sawyer,Duplex,1977,CBlock,1361,GasA,Y,2620,0,0,2,2,4,12,1,600,N,0,NA,Normal,190000,,
0535325460,21299,Pave,AllPub,NAmes,1Fam,1941,CBlock,929,GasA,Y,2039,1,0,1,1,3,7,3,791,Y,0,NA,Abnorml,167000,,
0910205020,6402,Pave,AllPub,IDOTRR,1Fam,1920,PConc,596,GasA,N,1192,0,0,1,0,3,6,0,189,N,0,NA,Normal,78000,,
0528228325,3196,Pave,AllPub,Blmngtn,TwnhsE,2003,PConc,1374,GasA,Y,1557,0,0,2,0,2,7,1,420,Y,0,NA,Normal,234000,,
0909252170,6720,Pave,AllPub,Crawfor,1Fam,1921,BrkTil,585,GasA,N,1436,0,0,1,0,3,7,1,228,Y,0,NA,Normal,141500,,
0923225200,2665,Pave,AllPub,MeadowV,TwnhsE,1976,PConc,550,GasA,Y,1475,0,0,2,0,4,6,1,336,Y,0,NA,Normal,129500,,
0528228415,3072,Pave,AllPub,Blmngtn,TwnhsE,2004,PConc,1375,GasA,Y,1414,0,0,2,0,2,6,1,398,Y,0,NA,Normal,178740,,
0908188150,3363,Pave,AllPub,Edwards,TwnhsE,2004,PConc,976,GasA,Y,1708,0,0,2,0,3,7,0,380,Y,0,NA,Normal,130000,,
0535452090,7350,Pave,AllPub,NAmes,1Fam,1958,CBlock,1041,GasA,Y,1041,0,0,1,0,3,6,0,294,Y,0,NA,Normal,128000,,
0903426010,5700,Pave,AllPub,OldTown,1Fam,1929,BrkTil,672,GasA,N,1344,1,0,1,1,3,6,1,456,Y,0,NA,Normal,140000,,
0908275280,16466,Pave,AllPub,Edwards,1Fam,1955,PConc,816,GasA,Y,1393,0,0,1,1,3,8,0,300,Y,0,NA,Normal,135500,,
0528290190,7750,Pave,AllPub,Gilbert,1Fam,1999,PConc,384,GasA,Y,1430,0,0,2,1,3,7,1,400,Y,0,NA,Normal,156000,,
0528292030,15896,Pave,AllPub,Gilbert,1Fam,1999,PConc,1177,GasA,Y,2312,1,0,2,1,4,8,1,658,Y,0,NA,Normal,245000,,
0535106140,10150,Pave,AllPub,NAmes,1Fam,1958,CBlock,912,GasA,Y,912,0,0,1,0,2,5,0,275,Y,0,NA,Normal,114500,,
0907125120,8775,Pave,AllPub,CollgCr,1Fam,1994,PConc,990,GasA,Y,990,0,0,1,0,3,5,0,299,Y,0,NA,Normal,126000,,
0527450150,1890,Pave,AllPub,BrDale,Twnhs,1973,CBlock,672,GasA,Y,1218,0,0,1,1,3,7,0,264,Y,0,NA,Normal,113000,,
0534427010,13260,Pave,AllPub,NAmes,Duplex,1962,CBlock,1728,GasA,Y,1728,2,0,2,0,6,10,0,0,Y,0,NA,Abnorml,84900,,
0535350030,10200,Pave,AllPub,NAmes,1Fam,1954,CBlock,1086,GasA,Y,1086,1,0,1,0,3,6,0,490,Y,0,NA,Normal,144900,,
0906201021,10778,Pave,AllPub,SawyerW,1Fam,1990,PConc,1054,GasA,Y,1061,1,0,1,1,1,4,0,462,Y,0,NA,Normal,162000,,
0534278190,8680,Pave,AllPub,NAmes,1Fam,1960,CBlock,894,GasA,Y,894,0,0,1,0,3,5,0,312,Y,0,NA,Normal,117600,,
0535150240,9000,Pave,AllPub,NAmes,1Fam,1954,CBlock,936,GasA,Y,1128,0,0,1,0,2,5,0,286,Y,0,NA,Family,118000,,
0911370460,4750,Pave,AllPub,Crawfor,TwnhsE,2006,PConc,1573,GasA,Y,1625,1,1,2,0,2,5,1,538,Y,0,NA,Family,235000,,
0914465020,10125,Pave,AllPub,Mitchel,1Fam,2000,PConc,1107,GasA,Y,2052,0,0,2,1,3,7,1,642,Y,0,NA,Normal,251000,,
0527375180,10140,Pave,AllPub,NWAmes,1Fam,1974,CBlock,1116,GasA,Y,1116,1,0,2,0,3,6,1,528,Y,0,NA,Normal,167900,,
0528431020,11194,Pave,AllPub,Somerst,1Fam,2008,PConc,1696,GasA,Y,1696,0,0,2,0,3,7,0,972,Y,0,NA,Normal,275000,,
0903453050,10266,Pave,AllPub,IDOTRR,1Fam,1952,CBlock,768,GasA,Y,1536,0,0,1,1,4,7,0,308,Y,0,NA,Abnorml,136000,,
0907192090,9808,Pave,AllPub,CollgCr,1Fam,2002,PConc,1573,GasA,Y,1573,1,0,2,0,3,6,0,544,Y,0,NA,Normal,227000,,
0903430050,5680,Pave,AllPub,OldTown,1Fam,1901,CBlock,969,GasA,N,1214,0,0,1,0,2,6,0,216,N,0,NA,AdjLand,117000,,
0907285100,11250,Pave,AllPub,CollgCr,1Fam,1995,PConc,930,GasA,Y,1995,1,0,2,1,4,8,1,610,Y,0,NA,Normal,237000,,
0527165100,9125,Pave,AllPub,Gilbert,1Fam,1992,PConc,384,GasA,Y,1482,0,0,2,1,3,7,1,392,Y,0,NA,Normal,163900,,
0527108060,13751,Pave,AllPub,Gilbert,1Fam,2005,PConc,1700,GasA,Y,2212,1,0,2,1,3,9,1,773,Y,0,NA,Partial,309000,,
0907192020,9543,Pave,AllPub,CollgCr,1Fam,2001,PConc,845,GasA,Y,1690,0,0,2,1,3,7,0,517,Y,0,NA,Normal,190550,,
0923227100,13384,Pave,AllPub,Mitchel,1Fam,1969,PConc,1104,GasA,Y,1360,1,0,1,0,3,8,1,336,Y,0,NA,Normal,140000,,
0531478010,8900,Pave,AllPub,SawyerW,1Fam,1966,CBlock,1056,GasA,Y,1056,1,0,1,0,2,5,0,384,Y,0,NA,Normal,107000,,
0527358120,11361,Pave,AllPub,NWAmes,1Fam,1976,CBlock,1193,GasA,Y,1523,0,1,2,0,3,7,1,478,Y,0,NA,Abnorml,180000,,
0924151040,9892,Pave,AllPub,Mitchel,1Fam,1994,PConc,1679,GasA,Y,1803,1,1,2,1,3,6,2,482,Y,0,NA,Normal,285000,,
0907252020,9375,Pave,AllPub,CollgCr,1Fam,2002,PConc,1284,GasA,Y,2169,0,0,2,1,3,7,1,647,Y,0,NA,Normal,228500,,
0906475200,70761,Pave,AllPub,ClearCr,1Fam,1975,CBlock,1533,GasA,Y,1533,1,0,2,0,2,5,2,576,Y,0,NA,Normal,280000,,
0909131170,12155,Pave,AllPub,SWISU,1Fam,1925,BrkTil,672,GasA,N,1482,0,0,2,0,4,7,0,400,P,0,NA,Normal,140000,,
0905427070,13728,Pave,AllPub,Edwards,1Fam,1935,CBlock,1127,GasA,Y,2108,0,0,2,0,4,7,2,540,Y,0,NA,Normal,235000,,
0903205085,8731,Pave,AllPub,BrkSide,1Fam,1920,BrkTil,915,GasA,Y,1167,0,0,1,0,3,6,1,495,Y,0,NA,Normal,144000,,
0906223080,10560,Pave,AllPub,SawyerW,1Fam,1993,PConc,1079,GasA,Y,1879,1,0,2,1,3,8,1,473,Y,0,NA,Normal,239900,,
0528480170,8125,Pave,AllPub,Somerst,1Fam,2008,PConc,1836,GasA,Y,1836,0,0,2,0,3,8,1,517,Y,0,NA,Partial,264500,,
0531376060,7441,Pave,AllPub,SawyerW,1Fam,2006,PConc,1461,GasA,Y,1486,0,0,2,0,3,7,0,566,Y,0,NA,Normal,181000,,
0527256030,14082,Pave,AllPub,StoneBr,1Fam,2006,PConc,2220,GasA,Y,2234,1,0,1,1,1,7,1,724,Y,0,NA,Normal,441929,,
0535305180,8923,Pave,AllPub,NAmes,1Fam,1953,CBlock,1008,GasA,Y,1008,1,0,1,0,2,6,0,240,Y,0,NA,Normal,134500,,
0923202015,7060,Pave,AllPub,Mitchel,Duplex,1997,PConc,1344,GasA,Y,1344,2,0,2,0,2,8,0,784,Y,0,NA,Alloca,206300,,
0527302210,14450,Pave,AllPub,NWAmes,1Fam,1979,CBlock,1782,GasA,Y,1782,0,1,2,0,3,6,1,551,Y,0,NA,Normal,220000,,
0533352150,9991,Pave,AllPub,Sawyer,1Fam,1976,CBlock,1281,GasA,Y,1620,1,0,2,0,3,8,1,490,Y,0,NA,Normal,150000,,
0532354060,7420,Pave,AllPub,Sawyer,1Fam,1962,CBlock,1057,GasA,Y,1057,0,0,1,0,3,6,0,576,Y,0,NA,Normal,132000,,
0533352170,13517,Pave,AllPub,Sawyer,1Fam,1976,CBlock,725,GasA,Y,1479,0,0,2,1,3,6,0,475,Y,0,NA,Normal,130500,,
0909475140,15602,Pave,AllPub,Crawfor,1Fam,1959,CBlock,1501,GasA,Y,1801,1,0,2,0,1,6,2,484,Y,0,NA,Normal,289000,,
0905378040,18600,Pave,AllPub,Edwards,1Fam,1938,CBlock,972,GasA,Y,1610,0,1,2,0,4,8,1,480,Y,0,NA,Normal,124000,,
0908275220,8172,Pave,AllPub,Edwards,1Fam,1955,CBlock,864,GasA,Y,864,1,0,1,0,2,5,0,572,N,0,NA,Normal,115000,,
0528150090,14828,Pave,AllPub,NridgHt,1Fam,2004,PConc,1780,GasA,Y,1780,1,0,2,0,2,7,1,816,Y,0,NA,Normal,378000,,
0527357110,9743,Pave,AllPub,NWAmes,1Fam,1969,CBlock,720,GasA,Y,1308,0,0,1,1,3,7,0,484,Y,0,NA,Normal,146900,,
0534277070,8475,Pave,AllPub,NAmes,1Fam,1956,CBlock,952,GasA,Y,952,0,0,1,0,2,4,0,283,Y,0,NA,Normal,135750,,
0528142010,12867,Pave,AllPub,NridgHt,1Fam,2005,PConc,1209,GasA,Y,2253,0,0,2,1,3,8,1,575,Y,0,NA,Partial,344133,,
0905402060,13680,Pave,AllPub,Edwards,1Fam,1955,Slab,0,GasA,Y,1733,0,0,2,0,4,8,1,452,Y,0,NA,Normal,139600,,
0907185050,8750,Pave,AllPub,CollgCr,1Fam,1998,PConc,928,GasA,Y,1772,1,0,2,1,3,7,1,492,Y,0,NA,Normal,200000,,
0531452210,9019,Pave,AllPub,SawyerW,1Fam,1994,PConc,636,GasA,Y,1320,0,0,2,1,3,6,0,472,Y,0,NA,Normal,150000,,
0905452160,9525,Pave,AllPub,Edwards,1Fam,1954,CBlock,1172,GasA,Y,1172,1,0,1,0,3,5,0,366,Y,0,NA,Normal,128000,,
0528172020,10927,Pave,AllPub,NridgHt,1Fam,2005,PConc,1058,GasA,Y,1904,1,0,2,1,3,8,1,736,Y,0,NA,Normal,275000,,
0908186070,3675,Pave,AllPub,Edwards,TwnhsE,2005,PConc,547,GasA,Y,1072,1,0,2,0,2,5,0,525,Y,0,NA,Partial,140000,,
0528387030,11692,Pave,AllPub,NoRidge,1Fam,1993,PConc,1173,GasA,Y,2232,1,0,2,1,3,8,1,623,Y,0,NA,Normal,263550,,
0535300040,10050,Pave,AllPub,NAmes,1Fam,1955,CBlock,1216,GasA,Y,1216,1,0,1,0,3,5,0,336,Y,0,NA,Normal,129500,,
0528186190,6240,Pave,AllPub,NridgHt,TwnhsE,2006,PConc,1324,GasA,Y,1324,0,0,2,0,2,6,1,550,Y,0,NA,Partial,221370,,
0532377020,6360,Pave,AllPub,Sawyer,1Fam,1963,CBlock,864,GasA,Y,864,0,0,1,0,3,5,0,276,Y,0,NA,Abnorml,119916,,
0908130020,8050,Pave,AllPub,Edwards,1Fam,2002,PConc,914,GasA,Y,914,1,0,1,0,2,4,0,0,N,0,NA,Normal,117250,,
0908204090,6400,Pave,AllPub,Edwards,1Fam,1959,CBlock,960,GasA,Y,960,1,0,1,0,2,4,0,392,Y,0,NA,Normal,131750,,
0528482030,10625,Pave,AllPub,Somerst,1Fam,2004,PConc,1158,GasA,Y,2443,0,0,2,1,4,9,1,744,Y,0,NA,Normal,265000,,
0902327040,10800,Pave,AllPub,OldTown,1Fam,1915,PConc,686,GasA,Y,1652,1,0,2,0,4,7,0,416,Y,0,NA,Normal,139000,,
0531376070,9260,Pave,AllPub,SawyerW,1Fam,2007,PConc,1162,GasA,Y,1162,0,0,2,0,3,6,0,483,Y,0,NA,Normal,170000,,
0528166060,13472,Pave,AllPub,NridgHt,1Fam,2003,PConc,2392,GasA,Y,2392,0,0,2,0,3,8,1,968,Y,0,NA,Normal,386250,,
0528110050,13891,Pave,AllPub,NridgHt,1Fam,2006,PConc,2076,GasA,Y,2076,1,0,2,1,2,7,1,850,Y,0,NA,Partial,465000,,
0906201050,19255,Pave,AllPub,SawyerW,1Fam,1983,CBlock,520,GasA,Y,1338,0,0,1,1,2,5,1,576,Y,0,NA,Normal,156500,,
0909425140,14442,Pave,AllPub,Crawfor,1Fam,1957,PConc,1477,GasA,Y,1839,1,0,2,0,3,7,2,416,Y,0,NA,Normal,257500,,
0923229140,33983,Pave,AllPub,Mitchel,1Fam,1977,PConc,1160,GasA,Y,1676,1,0,1,1,3,6,2,672,P,0,NA,Normal,196000,,
0532351060,9100,Pave,AllPub,Sawyer,1Fam,1962,CBlock,988,GasA,Y,988,1,0,1,0,3,6,0,624,Y,0,NA,Normal,129500,,
