Price,Mileage,Make,Make2,Model,Trim,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather
11574.17,21525,3,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
11539.05,24163,3,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
12243.06,25014,3,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
11671.86,25727,3,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
11464.63,29410,3,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
10546.78,38866,3,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
15553.21,7695,3,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
15047.00,12305,3,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
13540.04,17343,3,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
14077.97,17445,3,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
12981.95,20309,3,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
13436.00,20530,3,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
13161.94,21145,3,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
14220.01,23069,3,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
12379.13,31199,3,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
11581.91,36566,3,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
14023.94,13776,3,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
12810.91,19461,3,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
13135.91,21796,3,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
13106.90,21910,3,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
12845.17,22382,3,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
12570.14,22479,3,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
12897.93,23200,3,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
11961.62,27394,3,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
12706.91,27521,3,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
12487.05,28492,3,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
15635.80,1169,3,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
15747.80,6048,3,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
14619.08,15768,3,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
14185.02,20374,3,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
13699.04,25845,3,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
13310.06,26143,3,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
13530.07,27249,3,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
13019.07,27942,3,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
12684.99,29891,3,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
12553.07,32844,3,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
14997.88,8880,3,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
14847.04,12980,3,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
15128.99,13828,3,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
15000.99,14504,3,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
14593.85,18790,3,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
14304.74,21128,3,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
13688.95,21611,3,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
13744.85,23748,3,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
13545.03,27431,3,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
12741.19,34815,3,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
16116.84,865,3,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
16428.58,9882,3,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
15084.82,14824,3,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
15163.17,17158,3,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
14897.04,18210,3,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
14508.75,18910,3,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
14418.17,19818,3,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
14191.88,21181,3,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
14401.91,21527,3,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
14175.88,21627,3,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
14429.79,6114,3,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
14696.03,6709,3,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
14582.77,7115,3,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
14194.82,9561,3,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
14072.14,15233,3,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
13994.91,17270,3,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
13830.25,17594,3,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
13159.82,22740,3,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
12495.97,26204,3,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
12678.85,28683,3,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
46732.61,3625,3,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
47065.21,5239,3,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
44749.69,12115,3,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,0,1
42773.03,14546,3,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
41371.38,20000,3,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,0,1
39547.59,23826,3,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
39691.73,25169,3,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
38824.87,25960,3,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,0,1
36970.90,30502,3,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
37288.94,32039,3,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
39875.85,7054,3,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1
39713.67,8967,3,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1
38990.61,9410,3,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1
39092.19,10717,3,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1
39365.88,11619,3,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1
35261.44,21350,3,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1
35575.42,22740,3,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1
34297.31,24259,3,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1
34739.21,25747,3,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1
31186.74,34191,3,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1
21757.05,1853,3,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,0
19528.10,14115,3,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
19075.68,18198,3,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,1
19409.75,18795,3,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,1
18527.21,19874,3,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
18912.98,21512,3,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
17839.80,25453,3,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,1
17789.35,26980,3,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
17294.18,29368,3,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
18083.40,29420,3,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,1
20021.20,1787,3,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,0
18835.19,8211,3,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,1
18727.51,14054,3,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
16805.06,19498,3,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,0
17154.58,21567,3,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,1
16644.09,22383,3,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
15951.81,26070,3,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
16508.59,27460,3,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
15832.52,31202,3,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
15554.28,33357,3,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
25948.96,636,3,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
27714.05,5379,3,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,0
25097.47,14461,3,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
24809.04,16111,3,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
23345.33,22964,3,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
22894.44,26272,3,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
22064.29,27384,3,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
23151.55,27940,3,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
22120.76,28242,3,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
20294.58,33892,3,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
18957.89,5936,3,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18950.91,8687,3,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17891.63,17020,3,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17801.23,19386,3,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
16723.99,19740,3,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
16744.03,21829,3,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16825.19,23460,3,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16543.98,24583,3,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16143.96,26532,3,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
14914.20,33906,3,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
19164.61,1480,3,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
18800.96,7961,3,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
17458.22,15144,3,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
17158.92,21417,3,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
16472.90,21675,3,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
16993.78,23621,3,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
16300.47,25697,3,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
15623.20,27476,3,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
15138.40,32462,3,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
15233.16,32535,3,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
19471.97,6608,3,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
18009.85,15190,3,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18273.01,16335,3,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18311.76,17441,3,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17553.75,18451,3,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18004.87,18771,3,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17663.22,19490,3,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
17115.12,24461,3,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16988.30,24905,3,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
16803.12,25874,3,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
19446.88,932,3,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
17119.46,18277,3,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
17316.10,19593,3,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
16860.87,19883,3,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
17312.91,21420,3,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
16403.25,23133,3,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
16536.74,24218,3,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
16341.80,25394,3,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
16713.98,26328,3,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
16295.21,28239,3,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
18974.92,5632,3,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18324.83,7397,3,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
19581.23,7645,3,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18169.38,14754,3,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17986.22,17488,3,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17173.94,18721,3,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16456.97,20200,3,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16267.09,21452,3,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16860.09,22841,3,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
16027.29,22889,3,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17089.92,8732,3,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
17463.05,11393,3,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
17218.69,14579,3,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
17162.48,15903,3,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
16507.07,17451,3,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
16752.51,18562,3,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
16646.77,20154,3,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
15623.92,21272,3,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
15664.62,25787,3,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
15680.86,25956,3,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
18800.09,5827,3,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
18910.80,8345,3,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,1
19177.41,10414,3,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
18040.14,11647,3,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,1
17685.20,15898,3,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
17515.40,18602,3,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
16357.99,23491,3,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
16345.94,25931,3,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
15797.20,26700,3,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
15503.51,33345,3,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
21745.03,7065,3,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,0
21725.01,13457,3,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,0
22384.12,14788,3,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,1
20537.14,16950,3,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,0
21233.91,17337,3,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,1
20676.17,18021,3,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,1
20839.15,22152,3,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,1
20017.97,22729,3,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,0
18876.87,27218,3,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,0
17586.93,39049,3,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,1
23573.82,12466,3,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
23527.73,14948,3,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
22113.63,21992,3,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
22470.36,22626,3,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
20619.11,24067,3,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,0,0
20047.95,24665,3,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
21525.34,25020,3,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
20382.15,25240,3,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
21020.84,25550,3,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
20221.81,26223,3,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
25452.47,11892,4,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
23449.31,17273,4,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
23578.16,19148,4,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
22525.27,19521,4,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
21982.65,20472,4,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
22231.56,21929,4,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
22189.12,25651,4,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
21765.07,25794,4,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
21403.76,27168,4,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
21200.69,31197,4,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
19682.04,11554,4,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,1
18678.41,16496,4,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
20318.89,17583,4,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
20127.04,18419,4,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,1
19751.04,20510,4,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,1
17844.73,21121,4,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
18856.02,22423,4,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
18566.07,24747,4,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,1
18063.00,27574,4,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,0
17768.06,28385,4,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,1
23197.44,2295,4,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,1
23102.02,5653,4,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,0
22460.53,8928,4,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
21607.77,11069,4,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
22004.93,15516,4,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,1
20830.99,19419,4,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,0
20109.90,22891,4,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,1
19116.13,26252,4,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
19689.74,27077,4,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,0
19338.38,27966,4,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
21903.32,4537,4,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,0
22736.83,5690,4,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
22104.97,9049,4,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
22311.05,11221,4,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
21875.10,12313,4,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,1
20627.66,20770,4,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
19540.24,22628,4,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,0
19204.81,26477,4,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,1
18158.08,28354,4,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,0
18529.34,30063,4,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,1
21383.07,7287,4,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,1,1
20452.67,10338,4,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
20677.59,11204,4,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,1,0
19294.79,19539,4,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
18548.98,20870,4,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
18042.22,21702,4,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
18620.87,25516,4,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,1
17023.94,30404,4,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
16216.98,35624,4,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,1,0
15792.83,41566,4,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,1,1
17360.81,881,4,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
17675.84,5131,4,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
17141.94,6761,4,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,1,1,1
17202.83,9380,4,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
16792.68,12071,4,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,1,1,1
15595.88,18315,4,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
15253.87,20917,4,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,1,1,1
15594.81,22414,4,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
15059.13,22641,4,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,1,1,1
14703.14,23335,4,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
15979.01,3946,4,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,1,1,1
16379.85,4188,4,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,1,1,1
15327.10,4318,4,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,0,1,1
15846.01,5350,4,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,0,1,1
15604.15,5788,4,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,1,1,1
14841.92,12420,4,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,0,1,1
15077.18,13262,4,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,0,1,1
13961.11,19602,4,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,0,1,1
